1742413102.141876, 4
1742413103.6432781, 1
1742413105.151528, 6
1742413106.67612, 0
1742413108.189816, 0
1742413109.7007658, 1
1742413111.2225301, 6
1742413112.742005, 3
1742413114.272234, 0
1742413115.781038, 0
1742413117.294821, 0
1742413118.805567, 6
1742413120.312803, 3
1742413121.821431, 1
1742413123.331712, 4
1742413124.8427362, 3
1742413126.351129, 1
1742413127.861967, 4
1742413129.367332, 5
1742413130.877402, 0
1742413937.9601002, 6
1742413939.472269, 0
1742413941.030429, 5
1742413942.5558798, 4
1742413944.0648088, 4
1742413945.5729868, 0
1742413947.086517, 0
1742413948.597237, 1
1742413950.1036239, 6
1742413951.6089332, 4
1742413953.119073, 7
1742413954.629468, 1
1742413956.138176, 0
1742413957.647636, 8
1742413959.1548202, 0
1742413960.664653, 7
1742413962.176137, 7
1742413963.6874182, 2
1742414084.614104, 9
1742414086.119843, 8
1742414087.6297128, 2
1742414089.13755, 0
1742414090.641506, 3
1742414092.1479309, 2
1742414093.653302, 3
1742414095.156849, 5
1742414096.6653981, 0
1742414098.170088, 8
1742414099.679512, 6
1742414101.1874518, 4
1742414102.693828, 9
1742414104.206353, 4
1742414105.7179022, 0
1742414107.225, 7
1742414195.394023, 9
1742414196.904298, 9
1742414198.4152231, 0
1742414199.931828, 0
1742414201.435861, 0
1742414202.973922, 3
1742414230.817364, 2
1742414232.3248389, 5
1742414233.8385978, 3
1742414235.344432, 2
1742414236.8621252, 2
1742414238.3741891, 4
1742414239.882578, 7
1742414241.390306, 7
1742414242.89823, 9
1742414244.407424, 6
1742414245.9159832, 7
1742414247.421782, 1
1742414248.9296472, 6
1742414250.435843, 6
1742414251.944308, 0
1742414253.451814, 6
1742414254.9599721, 5
1742414256.470631, 8
1742414257.990242, 3
1742414259.501068, 7
1742414261.003689, 8
1742414262.5136378, 6
1742414264.01905, 2
1742414265.526877, 8
1742414267.0356858, 3
1742414268.5382679, 0
1742414270.0493681, 1
1742414271.5543082, 0
1742414273.062704, 0
1742414274.5735219, 5
1742414276.080225, 9
1742414277.5831602, 1
1742414279.091174, 5
1742414280.600887, 0
1742414282.111402, 2
1742414283.6203039, 6
1742414285.13098, 6
1742414286.639586, 1
1742414288.1455832, 0
1742414289.6841412, 3
1742414291.192087, 7
1742414292.699135, 6
1742414294.208236, 0
1742414295.71474, 4
1742414302.7378619, 2
1742414304.2474072, 5
1742414305.751779, 8
1742414307.259878, 4
1742414308.766328, 6
1742414310.273998, 0
1742414311.784972, 3
1742414313.294092, 4
1742414314.808193, 5
1742414499.463365, 3
1742414500.974114, 1
1742414502.481248, 0
1742414503.9890492, 9
1742414505.4958029, 9
1742414507.031617, 0
1742414508.5375822, 8
1742414510.047681, 2
1742414511.555338, 0
1742414513.064655, 2
1742414514.571884, 8
1742414516.07821, 5
1742414517.588448, 0
1742414519.09858, 8
1742414520.6101918, 0
1742414522.116659, 6
1742414523.621674, 7
1742414525.1325812, 0
1742414634.580043, 5
1742414636.090552, 6
1742414637.6002119, 7
1742414639.1112819, 7
1742414640.617787, 0
1742414678.042037, 0
1742414679.5496252, 4
1742414681.058003, 2
1742414682.566466, 8
1742414684.071145, 1
1742414685.580863, 5
1742414687.085252, 7
1742414688.592627, 4
1742414690.104064, 5
1742414691.6099432, 5
1742414693.115222, 7
1742414694.6242769, 2
1742414696.1335738, 0
1742414697.644282, 8
1742414699.152718, 9
1742414700.6624498, 2
1742414702.169028, 2
1742414703.6743512, 3
1742414705.1800692, 8
1742414706.685689, 0
1742414708.1954932, 6
1742414709.704958, 2
1742414711.216987, 9
1742414712.7254982, 7
1742414714.2358851, 5
1742414715.7435179, 0
1742414717.24797, 0
1742414718.758472, 7
1742414720.26629, 3
1742414721.776444, 3
1742414723.28296, 5
1742414724.7902458, 5
1742414726.296129, 2
1742414727.80768, 3
1742414729.3147058, 3
1742414730.824085, 5
1742414732.334455, 8
1742414733.845855, 1
1742414735.352052, 2
1742414736.861366, 7
1742414738.372349, 8
1742414739.880631, 3
1742414741.38779, 5
1742414742.895423, 0
1742414744.4045482, 1
1742414745.912063, 2
1742414764.005273, 9
1742414765.514436, 5
1742414767.023527, 1
1742414768.5336561, 0
1742414770.04208, 2
1742414771.553026, 6
1742414773.0650828, 9
1742414774.573659, 2
1742414776.080836, 5
1742414777.592098, 8
1742414779.0993128, 0
1742414780.6035142, 5
1742414787.872905, 4
1742414789.376006, 6
1742414790.881648, 4
1742414792.3907058, 1
1742414793.8989792, 7
1742414795.4074419, 8
1742414796.91886, 6
1742414798.427836, 2
1742414799.933269, 1
1742414801.443586, 8
1742414802.9544861, 0
1742414804.461354, 6
1742414806.12174, 0
1742414807.630393, 1
1742414809.137751, 2
1742414810.644593, 9
1742414812.154358, 7
1742414813.6623008, 8
1742414815.172249, 4
1742414816.682483, 6
1742414818.1913059, 3
1742414819.696347, 9
1742414821.2043352, 1
1742414822.710599, 0
1742414824.218076, 6
1742414825.72594, 1
1742414827.2353, 2
1742414828.74109, 5
1742414830.2441359, 4
1742414831.7527628, 9
1742414833.264097, 0
1742414834.767818, 5
1742414836.2788658, 8
1742414837.789258, 2
1742414839.295748, 8
1742414840.801228, 5
1742414842.307859, 6
1742414843.816316, 5
1742414845.3248808, 7
1742414846.834307, 3
1742414848.342475, 0
1742414849.8474162, 3
1742414851.357389, 0
1742414852.864751, 0
1742414854.370238, 5
1742414855.879657, 2
1742414857.3910809, 0
1742414858.902137, 7
1742414860.407443, 3
1742414861.913352, 2
1742414863.422555, 0
1742414864.928892, 2
1742414866.436806, 0
1742414867.947107, 3
1742414869.45797, 6
1742414870.9678779, 1
1742414872.474782, 9
1742414873.9853618, 4
1742414875.49019, 2
1742414876.9993238, 9
1742414878.507924, 6
1742414880.016733, 0
1742414881.529651, 8
1742414883.036671, 2
1742414884.54434, 4
1742414886.053664, 6
1742414887.560758, 8
1742414889.071321, 3
1742414890.5769632, 0
1742414892.087116, 2
1742414893.5968168, 9
1742414895.106827, 8
1742414896.614479, 8
1742414898.124567, 7
1742414899.635359, 8
1742414901.1443079, 0
1742414902.654141, 3
1742414904.1615438, 1
1742414905.671076, 9
1742414907.179042, 1
1742414908.685924, 1
1742414910.19185, 5
1742414911.700149, 0
1742414913.2075489, 3
1742414914.7190552, 0
1742414916.225827, 7
1742414917.734667, 3
1742414919.2441459, 7
1742414920.754975, 3
1742414922.2652988, 8
1742414923.76986, 9
1742414925.276203, 0
1742414926.786696, 2
1742414928.297218, 0
1742414929.8061671, 5
1742414931.315346, 5
1742414932.821046, 3
1742414934.327497, 0
1742414935.837395, 0
1742414937.345363, 2
1742414938.8501089, 4
1742414940.360555, 7
1742414941.869688, 0
1742414943.37732, 0
1742414944.8892522, 0
1742414946.395297, 1
1742414947.905175, 6
1742414949.413506, 9
1742414950.9221098, 9
1742414952.4279091, 5
1742414953.9326441, 3
1742414955.439989, 8
1742414956.950216, 4
1742414958.461292, 4
1742414959.968726, 8
1742414961.477249, 7
1742414962.987052, 9
1742414964.492799, 0
1742414966.003388, 1
1742414967.518733, 4
1742414969.030126, 8
1742414970.53701, 4
1742414972.044158, 0
1742414973.5528572, 5
1742414975.059828, 6
1742414976.5675, 4
1742414978.074358, 5
1742414979.585046, 6
1742414981.096041, 8
1742414982.605149, 2
1742414984.112755, 8
1742414985.62384, 7
1742414987.132254, 1
1742414988.641524, 9
1742414990.1516411, 5
1742414991.662028, 3
1742414993.170343, 5
1742414994.679496, 0
1742414996.186429, 0
1742414997.6970282, 6
1742414999.202668, 0
1742415000.716258, 0
1742415002.225188, 3
1742415003.7357178, 7
1742415005.243986, 0
1742415006.750974, 2
1742415008.2603579, 0
1742415009.769438, 5
1742415011.278152, 2
1742415012.78527, 9
1742415014.29557, 7
1742415015.4598742, 0
1742415016.9686038, 5
1742415018.471901, 7
1742415019.9787898, 0
1742415021.4859421, 9
1742415022.99574, 8
1742415024.503212, 8
1742415026.010209, 0
1742415027.519561, 0
1742415029.028264, 5
1742415030.534883, 8
1742415032.041861, 8
1742415033.54865, 0
1742415034.971797, 0
1742415036.4786701, 8
1742415037.9853141, 8
1742415039.490401, 6
1742415040.998913, 3
1742415042.50673, 9
1742415044.013628, 6
1742415046.488828, 3
1742415047.999557, 8
1742415049.5090828, 0
1742415051.016587, 1
1742415052.525287, 7
1742415054.040759, 8
1742415055.547122, 0
1742415057.055061, 3
1742415058.5638678, 9
1742415060.070736, 0
1742415061.577246, 2
1742415063.089029, 8
1742415064.5947661, 9
1742415066.1036632, 4
1742415067.610979, 8
1742415069.120215, 2
1742415070.630739, 8
1742415072.137304, 5
1742415073.647833, 0
1742415075.158576, 3
1742415076.669885, 0
1742415078.179415, 7
1742415079.689387, 9
1742415081.1929002, 2
1742415082.702674, 3
1742418264.72255, 4
1742418266.2305658, 7
1742418267.741875, 5
1742418269.250687, 2
1742418270.75572, 5
1742418272.2621272, 0
1742418273.7688792, 2
1742418275.275506, 7
1742418276.7885382, 0
1742418278.299695, 0
1742418279.8149261, 9
1742418281.318509, 9
1742418282.960976, 4
1742418289.798104, 8
1742418291.303002, 6
1742418292.815401, 2
1742418294.32958, 3
1742418295.8443809, 2
1742418297.3566568, 6
1742418298.8639019, 7
1742418300.373424, 1
1742418301.882494, 6
1742418303.394187, 0
1742418304.903025, 5
1742418306.430327, 5
1742418307.939968, 0
1742418309.449889, 0
1742418310.95936, 4
1742418312.469232, 4
1742418313.97986, 5
1742418315.486329, 1
1742418316.999085, 8
1742418318.505216, 2
1742418393.503828, 7
1742418395.013115, 9
1742418396.5241978, 4
1742418398.029581, 6
1742418399.539498, 0
1742418401.047006, 7
1742418402.566099, 2
1742418404.079691, 0
1742418405.5916102, 8
1742418407.09866, 0
1742418408.608787, 2
1742418410.11477, 5
1742418411.6223302, 0
1742418413.1294599, 0
1742418414.637554, 3
1742418416.148992, 4
1742418417.653108, 8
1742418419.163011, 4
1742418420.6725829, 3
1742418422.184652, 5
1742418423.690367, 3
1742418425.198721, 7
1742418426.707777, 2
1742418428.212789, 9
1742418429.722538, 1
1742418431.233286, 1
1742418432.744836, 8
1742418434.253397, 0
1742418435.76353, 8
1742418437.271832, 8
1742418438.78412, 4
1742418440.295887, 2
1742418441.7992058, 7
1742418443.306443, 3
1742418444.814386, 9
1742418446.322121, 4
1742418447.8321059, 3
1742418449.339154, 1
1742418450.85027, 2
1742418452.35725, 2
1742418453.869142, 1
1742418455.380513, 7
1742418456.8884978, 6
1742418458.3985422, 6
1742418459.909342, 5
1742418461.4155679, 1
1742418462.941047, 9
1742418464.4535968, 4
1742418465.963103, 9
1742418467.471158, 4
1742418468.980824, 6
1742418470.488499, 9
1742418472.0042949, 0
1742418473.514579, 2
1742418475.0195851, 4
1742418476.5304608, 9
1742418478.039171, 0
1742418479.545822, 9
1742418485.167753, 4
1742418486.6688378, 0
1742418488.259466, 2
1742418489.7708428, 6
1742418491.28124, 1
1742418492.789496, 0
1742418494.2960598, 4
1742418495.803851, 0
1742418497.3145, 6
1742418498.820856, 0
1742418500.327569, 2
1742418501.838113, 3
1742418503.3420339, 4
1742418504.8480132, 4
1742418506.351159, 8
1742418507.858237, 4
1742418509.364367, 4
1742418510.871568, 0
1742418512.381786, 2
1742418513.889581, 3
1742418515.3953679, 8
1742418547.6767302, 9
1742418549.183628, 0
1742418550.6949298, 2
1742418552.2011058, 0
1742418553.712246, 0
1742418555.222215, 2
1742418556.7281148, 0
1742418558.235716, 3
1742418559.745601, 2
1742418561.251401, 2
1742418562.7579641, 8
1742418564.26646, 2
1742418565.770708, 9
1742418567.278688, 1
1742418568.788966, 6
1742418570.294879, 8
1742418571.803025, 2
1742418573.31093, 9
1742418574.8158479, 8
1742418576.32055, 0
1742418577.826896, 0
1742418579.336192, 8
1742418580.8491142, 3
1742418582.3596768, 3
1742418583.868583, 9
1742418585.374072, 7
1742418586.88147, 6
1742418588.386719, 5
1742418589.892952, 5
1742418591.403466, 2
1742418592.9095428, 9
1742418594.414537, 5
1742418595.927522, 9
1742418597.432259, 8
1742418598.942867, 8
1742418600.45202, 0
1742418601.95942, 1
1742418603.4675531, 0
1742418604.978814, 7
1742418606.487631, 5
1742418607.993161, 0
1742418609.503736, 3
1742418611.014184, 1
1742418612.5236108, 0
1742418614.030522, 7
1742418615.536685, 1
1742418617.04613, 4
1742418618.557183, 9
1742418620.0662558, 2
1742418621.577049, 2
1742418623.087135, 8
1742418624.597106, 8
1742418626.108182, 0
1742418627.614712, 2
1742418629.123263, 5
1742418630.6324759, 5
1742418632.140228, 8
1742418633.64705, 7
1742418635.153379, 6
1742418636.6639218, 1
1742418638.171711, 3
1742418639.681449, 9
1742418641.185451, 3
1742418642.69238, 7
1742418644.200661, 5
1742418645.7125351, 0
1742418647.2224782, 3
1742418648.73051, 9
1742418650.2403672, 6
1742418651.747735, 0
1742418653.254377, 5
1742418654.7634099, 5
1742418656.274837, 9
1742418657.7815738, 0
1742418659.2881489, 1
1742418660.798317, 8
1742418662.307073, 9
1742418663.823989, 9
1742418665.332651, 4
1742418666.8436842, 4
1742418668.352278, 3
1742418669.863196, 8
1742418671.371624, 5
1742418672.880682, 6
1742418674.388971, 2
1742418675.8995311, 7
1742418677.4065611, 3
1742418678.914248, 5
1742418680.420883, 7
1742418681.928332, 6
1742418683.439212, 7
1742418684.945735, 8
1742418686.4526982, 8
1742418687.962998, 0
1742418689.473184, 0
1742418690.982805, 1
1742418692.486926, 7
1742418694.000814, 0
1742418695.5119948, 8
1742418697.020695, 0
1742418698.530506, 2
1742418700.037937, 0
1742418701.545226, 8
1742418703.053803, 5
1742418704.5647092, 0
1742418706.080459, 3
1742418707.604715, 0
1742418709.1119108, 0
1742418710.6218922, 2
1742418712.1320472, 0
1742418713.640704, 9
1742418715.150568, 1
1742418716.657228, 3
1742418718.168682, 0
1742418719.678339, 7
1742418721.184381, 8
1742418722.697641, 1
1742418875.800401, 2
1742418877.307895, 3
1742418878.821315, 8
1742418880.3331861, 0
1742418881.838494, 0
1742418883.346174, 4
1742418884.850487, 0
1742418886.358509, 2
1742418887.866339, 2
1742418889.37588, 3
1742418890.884552, 4
1742418892.389741, 3
1742418893.895803, 1
1742418895.4021819, 1
1742418896.9084742, 6
1742418898.414935, 1
1742418899.92308, 3
1742418901.4344509, 5
1742418902.93876, 0
1742418904.445076, 4
1742418905.955095, 1
1742418907.4690611, 1
1742418908.979142, 1
1742418910.489412, 4
1742418912.0016599, 0
1742418913.508953, 9
1742418915.018723, 6
1742418916.526901, 5
1742418918.0383842, 5
1742418919.545034, 5
1742418921.051501, 6
1742418922.5603561, 3
1742418924.0654562, 4
1742418925.5782259, 8
1742418927.08548, 6
1742418928.596676, 9
1742418930.112237, 6
1742418931.622823, 2
1742418933.15279, 1
1742418934.168583, 2
1742418935.677252, 2
1742418937.192281, 2
1742418938.6986601, 2
1742418940.206451, 0
1742418941.7188659, 7
1742418943.226183, 8
1742418944.735082, 5
1742418946.245506, 2
1742418947.75548, 7
1742418949.263366, 8
1742418950.771999, 2
1742418952.281446, 7
1742418953.78982, 1
1742418955.299714, 1
1742418956.810931, 0
1742418958.3150048, 2
1742418959.821934, 3
1742418961.3306391, 2
1742418962.842082, 9
1742418964.351066, 0
1742418965.861238, 0
1742418967.3720078, 2
1742418968.877554, 0
1742418970.389431, 4
1742418971.9045708, 7
1742418973.41182, 8
1742418994.548314, 1
1742418996.057621, 2
1742418997.589864, 2
1742418999.097651, 5
1742419000.602874, 2
1742419002.115602, 5
1742419003.620982, 0
1742419005.128736, 4
1742419006.639849, 7
1742419008.148622, 3
1742419009.6594071, 5
1742419011.167954, 0
1742419012.678248, 0
1742419014.188815, 1
1742419015.697398, 2
1742419017.20502, 6
1742419018.714011, 7
1742419020.222925, 7
1742419111.696425, 5
1742419113.206233, 6
1742419114.7106712, 0
1742419116.215938, 0
1742419117.725594, 6
1742419119.233165, 1
1742419120.7469199, 7
1742419122.258276, 0
1742419123.763686, 0
1742419125.2750988, 9
1742419126.786249, 1
1742419128.2994812, 3
1742419129.807101, 5
1742419131.3138518, 6
1742419132.8254871, 7
1742419138.984621, 4
1742419140.4912992, 7
1742419142.002514, 2
1742419143.5109031, 0
1742419145.0199838, 0
1742419146.5321379, 2
1742419148.043465, 4
1742419149.5511181, 6
1742419151.058429, 1
